#key	synopsis
39in1	A huge compilation includes the following games : 1. &quot;Ms. Pac-Man&quot; 2. &quot;Galaga&quot; 3. &quot;Frogger&quot; 4. &quot;Donkey Kong&quot; 5. &quot;Donkey Kong Jr.&quot; 6. &quot;Donkey Kong 3&quot; 7. &quot;Galaxian&quot; 8. &quot;Dig Dug&quot; 9. &quot;Crush Roller&quot; 10. &quot;Mr. Do!&quot; 11. &quot;Space Invaders&quot; 12. &quot;Pac-Man&quot; 13. &quot;Galaga 3&quot; 14. &quot;Gyruss&quot; 15. &quot;Tank Battalion&quot; 16. &quot;1942&quot; 17. &quot;Lady Bug&quot; 18. &quot;Burger Time&quot; 19. &quot;Mappy&quot; 20. &quot;Centipede&quot; 21. &quot;Millipede&quot; 22. &quot;Jr. Pac-Man&quot; 23. &quot;Pengo&quot; 24. &quot;Phoenix&quot; 25. &quot;Time Pilot&quot; 26. &quot;Super Cobra&quot; 27. &quot;Hustler&quot; 28. &quot;Space Panic&quot; 29. &quot;Super Breakout&quot; 30. &quot;New Rally-X&quot; 31. &quot;Arkanoid&quot; 32. &quot;Qix&quot; 33. &quot;Juno First&quot; 34. &quot;Xevious&quot; 35. &quot;Mr. Do's Castle&quot; 36. &quot;Moon Cresta&quot; 37. &quot;Pinball Action&quot; 38. &quot;Scramble&quot; 39. &quot;Super Pac-Man&quot;
3bagfull	3 Bags Full is a slot machine game. Let's try the Jackpot.
3cdpoker	3 Cards Poker 96 (also known as 3 Card Poker or 3 Cards Poker) is a video slot machine game running on &quot;Golden Star&quot; / &quot;Cherry Master&quot; hardware released in 1995 by Armaly Labs. It is based on the game of the same name first created by Derek Webb in 1994. A fast-paced cross between blackjack and table poker. It quickly became one of the most popular casino games because of its big payouts and easy to understand rules.
3countb	3 Count Bout is a one-on-one fighting game. Choose from ten wrestlers who have their own power attacks. There are ten rounds in the game, and each one of them has you fighting other wrestlers that are much tougher than the previous ones. You defeat each one by biting, kicking, and performing other moves to the point where their damage meter is empty. But just because it is empty doesn't mean that you win. You have to pin him for the infamous-three count. Also features competitive play and tag match battles.
3in1semi	Three games including &quot;New Hyperman&quot;, &quot;Hyperman&quot; and &quot;Cookie & Bibis&quot;.
3kokushi	Sankokushi is an adult Shanghai solitaire game. Unlike in a standard mahjong solitaire game, tiles are removed in groups of three. These groups may be made up of three matching tiles, or the number sets, 1-3, 4-6, or 7-9. The objective is to find the four, three-tile sets shown at the start of the stage and remove them from the game board before the timer runs out. When a tile is selected, other tiles are lit up. Tiles within the number sequence are shown in pink, and matching tiles are shown in orange. The player may request hints by selecting the help button on screen, which will light up all tiles that can be removed from the board at that time. There is also a back button, which the player may select to return tiles to the screen. The background image in each stage is an image of a girl. Each girl has two background images, with the second image showing the girl topless. Once a player removes the four tile sets for the stage, the board is cleared and the player may see the entire image. After completing a stage the player may use the points he has earned to buy power-ups, such as extra hints or a faster cursor. The game is over once the timer has run out or if the player cannot legally remove any more tiles and the board is 'deadlocked'. Upon continuing the player may select to play the same board or play a different one.
3on3dunk	3 On 3 Dunk Madness is a &quot;NBA Jam&quot; like basket game
3stooges	The 3 Stooges are searching for their fiancees, kidnapped by the Mad Scientist. Looking at the art gallery, they quickly turn it into a disaster area! In all rooms, the Stooges need to destroy the furniture and find the 3 hidden keys that unlock the exit. Using their hammers, Moe, Larry & Curly bang away! Interfering socialites and cops are dealt with in typical Stooges style: a face slap, a hammer to the noggin, or the ever-dependable cream pie. Bonus round: Avoid the sour notes of the opera singer as you collect the three keys to the exit. And watch out for the cops, too! In the Mad Scientist's laboratory, the Stooges rescue Cora, the first fiancee. That leaves Nora and Dora still in danger! Let the game continue! DON'T MISS OUT ON THIS SUMMER'S HIT VIDEO! Let Larry, Moe and Curly bring their hilarity and popularity to your game locations! Every player will want to be his favourite Stooge! Three Players at one time can mean greater profitability too! Call your Mylstar distributor for the details on getting your Three Stooges video game!
3wonders	Three Wonders contains three games from which a player may choose: Midnight Wanderers: Quest for the Chariot - A platform game that sees the player control a hobbit named Lou and his traveling companion, Siva, to run, climb, and shoot at enemies. Chariot: Adventure through the Sky - A shoot 'em up game featuring the characters from Midnight Wanderers, but in a Gradius-esque game. Don't Pull - A puzzle game similar to games like the Eggerland series, Pengo and Capcom's own puzzle game Pirate Ship Higemaru. It involves the player controlling either a rabbit named Don (Player 1) or a squirrel called Pull (Player 2), pushing blocks to crush monsters.
3x3puzzl	A &quot;hot&quot; compilation of 3 logicals Games
40love	Forty-Love simulates a tennis match with a top-down perspective, where the player controls one of the characters on the court. Unlike other tennis games of the time, Forty-Love incorporates some strategic elements and stands out for its intuitive controls, allowing players to perform different types of shots to defeat their opponent. The game is inspired by the atmosphere and intensity of a real tennis match, where the player must anticipate the opponent's movements and use skills like serving, forehand, and backhand shots. Forty-Love is considered a pioneer in sports video games of the era and is remembered as a Taito classic.
4dwarrio	4-D Warriors is a strange deep space shoot them up, which apparently has a 4th dimension. The game is a side scrolling shooter in which you take control of a jetpack propelled space warrior who travels between parallel universes and worm holes throughout the game. By flying over the top of the play field, you end up in an alternate universe. You travel back and forth defeating enemies until you reach a boss creature. On some occasions a worm hole will appear in the middle of the play field and you are taken to even stranger worlds...
4enraya	A puzzle game from Spain. Line up your pieces 4 in a row either vertically, horizontally or diagonally. You can also shoot your opponent's piece to cancel their turn.
4in1	This multi-game system lets you select from four different games; &quot;Galactic Convoy&quot;, &quot;Scramble Pt2&quot;, &quot;Galaxian Pt5&quot; and &quot;The Ghost Muncher Pt3&quot;.
4in1boot	In this game, players are challenged to solve puzzles while performing dance moves according to on-screen prompts. The gameplay requires a combination of quick thinking and rhythm, as players must coordinate their actions to progress through increasingly difficult levels. Each level presents new puzzles and dance sequences that test players' logic and timing, creating a blend of mental and physical challenges. Puzzle King stands out for its innovative fusion of genres, appealing to fans of both puzzle and rhythm games in the arcade setting.
4psimasy	An adult, mahjong game, Mahjong 4P Simasyo features images of live action AV actresses and one actor representing the player. Game play starts with a four player match against three CPU controlled girls. Once the player wins this match he is rewarded with a still shot of a topless model in all of her pixelated glory. The player then selects one of the three girls from the previous match for a one-on-one game. The player then plays against that girl until he defeats her three times or he wins all of her money. Once defeated the girl is shown nude in a low frame-rate &quot;video&quot; of her body bouncing up and down in a suggestive fashion. After this the player again competes in a 4-player round against the same girls until all three have been defeated in one-on-one matches. Game play then continues with a new set of three girls.
500gp	Grand Prix Racing Realism. Make room for the ultimate, hi-tech linkable motorcycle racing video game available. 500GP is the real thing. Race against real Grand Prix riders. Race on real Grand Prix courses. So real you have to fight the wind. 500GP is the first motorcycle racing game that sense the rider's position and calculates the wind resistance. When the players lean over the gas tank their potential speed increases. This technique gives the racer the edge that just might put them in first place!
64street	Two selectable characters, Rick and Allen. Each private detective uses different fighting styles. Many special items can be found by throwing enemies into the scenery and breaking objects, typical of this popular 1990s arcade genre. Along the way, they are attacked by all sorts of thugs, whose costumes range from 1980s hip-hop clothing to stereotypical pirates. The bosses are tough thanks to powerful special attacks.
720	A one or two-player arcade game with players taking on the role of a skateboarder, and must perform various tricks and maneuvers to earn the points and tickets needed to compete for medals in the game's numerous skate parks. The bulk of the action takes place in a 'Skate City', a small urban area made up of ramps, jumps and hazards. Players can skate anywhere they wish as they perform the tricks and jumps needed to reach the score thresholds that will earn them entry tickets to Skate City's skate parks to compete for medals and cash prizes. Each score threshold must be reached and a park entered within a tight time limit. Failure to do so sees the skater persued by a swarm of bees and the words SKATE OR DIE appear. Should the bees touch the skater before he enters a park, the game ends. Skate City's roads and pavements are populated with moving traffic and pedestrians and any collision with them will result in the skater being knocked from his board, costing the player precious seconds. The parks themselves each feature one of four different disciplines: Slalom, Jump, Downhill and Ramp. Each park has a timer and players can earn either a bronze, silver or gold medal - together with a cash prize - depending on how quickly the park is completed. If the park target score or finish line is not reached before the timer expires, no medal or money is awarded. Money won can be used to buy equipment upgrades from the stalls that litter Skate City. Players can buy upgraded boards, helmets, pads and shoes. Boards give faster speed; helmets allow for more risky maneuvers; pads give a faster recovery from falls and shoes provide more height on jumps, as well as giving a quicker standing start. At the start of each new game, players can select from one of two play modes. 'Training Level' is available for beginners and gives players numerous playing hints and tips. 'Experienced Level' is more challenging as well as offering fewer hints. It does, however, include the 'add-a-coin' feature, which allows for awards and items already won to be carried over to a new game. The main objective is to compete in as many skate parks as possible. There are numerous city hazards to be avoided, such as BMX riders, cars, Frisbee throwers and other skaters. To guide the player around Skate City are map tiles. Riding over one of these will temporaily pause the action and display the layout of the city, including the locations of the skate parks and equipment stalls.
7jigen	A mahjong game.
7mezzo	7 and half is an Italian card game similar to Blackjack. The aim of the game is to make the total of their cards approaching more than 7 and a half of the dealer's cards, but not more than 7 and a half. 7 and half is played with a deck of 40 cards. You can choose from Spanish style Neapolitan cards.
7ordi	7 Ordi is a seven card stud medal game. Once the player meets the minimum number of credits the player is dealt a hand. Three cards are dealt to the player and the computer and one card is chosen to show face up. Next a card is dealt and a round of betting takes place. Two more cards are dealt face up with a round of betting after each. Then one more card is dealt face down with one more round of betting. If the player wins then the player may choose to either take his winnings or play a mini-game where he bets on whether the next card will be a low card (1-5), a high card (6-10), or a face card (J,Q,K). After every winning guess the player may choose to continue or drop out. Hands are dealt until the players credits fall below the minimum level to play.
7smash	In &quot;7 Smash&quot;, players bet and play on an arcade machine with the aim of forming winning combinations that enable them to win prizes. The game involves betting strategy and luck, common elements in casino games. The setting and gameplay are designed to provide an exciting and immersive experience for players.
88games	Konami '88 (also known as '88 Games or Hyper Sports Special) is the third in the Track & Field game series by Konami, where you test your Olympic skills against other world-class athletes. As the name implies, it is loosely based on (and not licensed by) the 1988 Summer Olympics in Seoul, South Korea. Bronze or silver medals are not good enough - you have to go for the gold to get to the next event. However, you must at least qualify in each event in order to compete in the next event.
8ball	An exciting Pool Game! Pocket all the coloured balls then go for the black. Cue in the cursor (anywhere on the table) then shoot. It's terrific! It's Video 8 Ball. TABLE COLOUR CHANGEABLE TRY FOR TOP RACK BONUS: 5000 POINTS
8ballact	Eight Ball Action is a billiards game with the following rules: Each pocket has a multiplier that, combined with the number of the sunk ball, determines the score. Players have three chances to sink a ball; otherwise, the turn passes to the next player. Sinking a ball grants three additional chances to pocket another. Committing a foul results in losing the turn.
9ballsht	So, you think you can play pool, huh? Then challenge 9 BALL SHOOTOUT'S Dirty Dozen. Eightbull Tex Shooter Cut Throat Trixie Shotz Sumo Sa Me Rosa Stripes Jack Hammer Fix Pocket Jumpin' Johnny Joe Confidence Man Suzy Cue Major Domo 9 BALL SHOOTOUT, billiards so real you can almost feel the felt. Finally, a pool hall that fits almost anywhere.
a51site4	The future is in your hands. Your future. The aliens are back. Area 51 was only the beginning. This time they're faster, stronger and deadlier than ever. The sequel to one of the most revered games of all time is here. With an exciting new combination of play elements. A combination of event and movie-style. Eighteen different training events. Awesome all-out alien war. The deadly Alien Queen. Secret rooms. Power-ups. Three configurations: Showcase 39&quot;; Standard 25&quot;; Universal Kit. All affordably prices. Don't wait. Site 4 is going to be a scorcher.
aafb	Exciting! Authentic! The Ultimate Video Sports Game RUN PLAY and PASS PLAY. Which to choose to attack!? Select either of the eight formations. Players are free to use either punt kick or field goal, so they can enjoy as exciting and thrilling a game as a real game. &quot;ALL AMERICAN FOOTBALL&quot; can be played either by only one player, or together with his friend. We assure you that it will become #1 game at your location!
abaseb	The most realistic video basbeall attraction ever created. Instant response Trak-Ball controls maneuver runners, ourfielders and control throwing direction for realistic action and total player involvement. 1 or 2 players can select 4 different hitting plays, 4 different pitches, offering an endless variety of game challenges. Add-a-coin accumulator offers additional innings. Unique stand-up table design ideal for any size location.
abcheck	Challenge your knowledge and creativity with Namco's quirky quiz &quot;Abnormal Check&quot;. Unusual questions and challenges await in this Japanese arcade filled with simple graphics and addictive gameplay.
abcop	A.B. Cop is a futuristically-themed racing game from Sega in which the player takes on the role of a law enforcement officer - riding a heavily armoured and heavily armed hover-bike - who must chase down and destroy the perpetrators of an armed robbery before the time limit expires. A.B. Cop is hugely reminiscent of Taito's superb racing legend, &quot;Chase HQ&quot;, released two years earlier.
abunai	A hanafuda game.
aburner	After Burner is another 3-D Sega game rendered with their superb sprite-scaling technology; this time putting the player into the seat of a powerful jet fighter. A number of colorful, fast-moving environments await the player, as he or she takes on the hordes of enemy planes intent on the player's destruction.
aburner2	After Burner is another Sega game rendered with their then-ubiquitous 3-D sprite-scaling technology; this time putting the player into the seat of a powerful F14 Tomcat jet fighter. Players must fight their way through 21 colourful, fast-moving stages, shooting down waves of enemy fighters while avoiding the enemy's incoming missiles. The F14 is equipped with a machine gun and a limited number of homing missiles. The gun has infinite ammunition and targeting is achieved by maneuvering the Tomcat so that the targeting cursor situated just in front of the jet is placed over an enemy fighter. After Burner's straightforward shoot-em-up gameplay is simple and repetitive, but the game's incredible visuals ensured its success.
ace	A two-player aerial combat game in which each player controlled a biplane and tried to shoot down his opponent. When a player's plane was hit, the pilot bailed out and he slowly descended in his parachute.
aceattac	Ace Attacker is an overhead volleyball game.
acedrive	Ace Driver is NAMCO's 1994 addition to the F-1 Genre. The 4 teams in the game were, Team Red Lightning, Scuderia Blue Castle, Yellow Cyclone Racing and Green Island Motor Sports. The game was playable for up to 4 competitors. There was also a deluxe cabinet with moving cockpits. Ace Driver consisted of the player selecting &quot;Beginner Class&quot;, &quot;Expert Class&quot; or &quot;Expert Pro Class&quot;. Ace Driver was also a sequel to Driver's Eyes, an earlier F-1 Simulator on the previous System 21 &quot;Polygonizer&quot; system.
acrobatm	A great vertical scrolling shoot'em up game. At the year 2100 A.D. Humans were exterminated by their own self-destructive nature leaving behind the consequences of environmental degradation on earth and were forced to escape to Mars leaving a bio-computer for environmental recuperation of earth to preparing the blue planet for future recolonization. But one day a half a century after humans arrived, mars was attacked by strange flying objects. To fight these enemies, the director general of the Defence Agency organized the task force army and started quickly the dogfight with invaders to neutralize the invasion. The operation was called 'Acrobat Mission' as it exceeded the technical limits of the pilots. The players takes controls on one of two surviving fighters pilots, 'Jet' a male pilot and 'Nova' a female pilot and both flying the Icarus, a fast and powerful space-fighter, which comes equipped with a Standard laser. Two more weapons are available throughout the game - the wide shot (W) which spreads out in front of the ship and the Hurricane shot (H) which fires clusters of rotating balls of energy. Holding the fire button charges up a special attack and each weapon features a different energy blast and damage factor. The ships can also hold a maximum of two smart-bombs, one under each wing - although they can be activated by the players, they also do fall off easily and can be detonated by enemy shots. Interestingly, the Icarus can't collide with other ships or any part of the scenery - instead, it bounces off and only suffers damage from enemy shots. However, once the shield is depleted, the ship will fly out of control for a few seconds and grant the players a last chance to inflict damage to any remaining enemies before it explodes.
act2000	2 games in 1: A fruit game and a poker game. Player can switch between 2 during play.
actfancr	A platform game with shoot'em up elements where you play as a robot that can transform into a more powerful robot by collecting power-ups.
actionhw	A platform game where players must walk around turning over all the squares while eliminating all the enemies in the process.
ad2083	A.D. 2083 is an 8-way scrolling pseudo-3D shoot 'em up arcade game released by Midcoin in 1983, set in 2083 . Gameplay is similar to &quot;Time Pilot&quot;, except that enemies can appear from the ground or 'merge' into battle from the distance.
adillor	A racing game where the player control his character with a trackball.
adpoker	Automatic Draw Poker is a poker game for up to nine players. Players each hold the calculator in turn to view their cards and can open, stay, raise and fold. Once all bets are equalized the player with the best hand wins. The game uses jackpots rule, meaning no player can start betting unless their hand contains at least a pair of jacks or higher. Due to the limitations of the calculator's screen there are no suits and thus no possibility for flushes.
aerofgt	A superb vertically scrolling shoot-em-up in which the player chooses an ace fighter pilot from a selection of 4 countries (USA, Japan, Sweden and Britain) and takes to the skies to destroy enemy jets, boats, helicopt
aerofgts	A vertical scrolling shooter for 1 or 2 players. Controls are directional and 2 buttons. Button 1 fires your main weapon and button 2 fires your special. You choose from one of four nation's aircraft: US, Japan, Russia, France, Sweden or The UN. Once chosen you embark on various missions. During the mission you shoot various baddies and at the end of the level you fight a boss. Power-ups are available during the mission and these either recharge your special weapon or upgrade your main weapon. All main weapon upgrades are lost on death and your special is restored to the default number of uses. When playing as player 2 you get a different plane type. 2 player mode is co-operative.
afighter	Action Fighter is an overhead driving / shoot'em up game from Sega which borrows heavily from Bally Midway's 1983 classic, &quot;Spy Hunter&quot;. The player begins the game riding a motorbike. In subsequent levels a sportscar, a beach buggy, a boat, a chopper and even a Formula-1 racing car can all be driven. All of the vehicles are, of course, fully armed to deal with the many enemy vehicles and gun emplacements intent on stopping the player's progress. The helicopter levels play as a straightforward vertically-scrolling shoot'em up and bear more than a passing resemblance to Namco's &quot;Xevious&quot;.
agallet	The player controls a fighter jet and shoot enemies in the air and on the ground, collects power-ups, and defeat bosses to advance levels. The player must collect four power ups to upgrade their weapon. There are four weapon types: L, a laser weapon, S, a support drone, M, a tracing missile, and F, gatling Fire, a spread-out vulcan bullet shot. Four levels of power-ups are available for each weapon, however each level requires four power up tokens be collected. There are also two special &quot;bomb&quot; weapons available for collection - green Energy Spark for a screen-covering swarm of lower-power bombs and blue Thunder Drive for a narrower and more focused attack. The Energy Spark clears all bullets from the screen, while the Thunder Drive only clears bullets that actually touch the blast. This blast starts momentarily atop the player, but quickly moves forward a short distance and stays stationary for a few seconds before dissipating.
agress	Fast-paced puzzle game with a war setting. The game is played between two sides (either a computer-controlled opponent or a second player) on a fixed screen. The two sides each control a launcher vehicle that can shoot missiles. The player needs to reconstruct the shape as shown in the top window. This is done by solving a sliding puzzle. If a shape is formed on top of a missile block, the missile is launched and and either collides with a missile of the opponent or with the launcher vehicle itself. The player needs to strategize to move the shape in a certain direction to cover as many missiles as possible.
ainferno	A helicopter rescue simulation game with quite good polygon-based graphics for its time.
airass	Air Assault is an airplane shooter where you fire at enemy planes and tanks. Use a smart bomb to cause major damage to the enemy.
airattck	The player ships fly through a total of seven stages fighting many enemies and multiple end-level bosses. Each player ship had a semi-automatic Normal shot and Bomb Stock, appearing as a large Phoenix. Players has a total of four different weapon pick-up items to choose from. Weapon 1 is the standard Vulcan weapon, Weapon 2 is a Rapid-Fire shot, Weapon 3 is an area-effect weapon that fires in five directions, two behind the ship and Weapon 4 is a Rocket weapon. Collecting four of the same weapon pick-up allows the selected weapon to flare-out. The player ship only had one hit though and there were no Extend Bonuses.
airbustr	Air Buster is a horizontally scrolling shoot 'em up video game produced by Kaneko and co-distributed by Namco for the arcades in 1990. It was subsequently ported to the PC Engine/TurboGrafx-16 (under the title Aero Blasters) and for the Mega Drive/Genesis in 1991. In Air Buster, the player controls a fighter jet also designed for space travel and shoots enemies, collects power-ups, and defeats bosses to advance levels. Players choose between one of the two Blaster fighters through scrolling six stages. The Blaster fighters can equip one of seven weapons. The weapons include the Striker weapon which adds additional firepower through vertically aligned Options, the Reverse shot which fires two diagonal shots from the rear of the ship, the Six Way Shot which fires semi-automatic shots in six directions and the Homing Shot which tracks enemies all around the screen. The other three weapons are Missile based which vary from Red straight-firing Rockets and Green Homing Missiles. There is also the Border item which surrounds the front of the ship, keeping it from crashing into foreground objects. The only other Items include Power-Ups which increase the ship's standard shot power and Bonus Points that appear in the sign of Dollar signs.
airco22b	Air Combat 22 is the arcade sequel to the first Air Combat in the long running Ace Combat series. You pilot one of three planes, a F14 Tomcat, Su-27 or the F22 Raptor. The sequel comes with improved graphics and again uses semi-realistic physics. The objective is to destroy enemy planes using guns or missiles over a succession of sorties and missions. A radar shows the location of enemy planes in relation to your own and on-screen arrows point towards the nearest enemy. Each mission starts with a enemy counter that decreases as enemy planes are dispatched of. The enemy count has to be taken down to zero before a timer runs out, else it is game over. A bonus stage has the player landing on an aircraft carrier for points. Later missions involve air-to-air refuelling and attacking enemy aircraft carriers and bases.
aircomb	Air Combat is the the first entry in the long running Ace Combat series. As the pilot of a F16 Falcon the objective is to destroy enemy planes using guns or missiles over a succession of sorties and missions. A timer counts down during play and once it reaches zero the pilot is ejected signalling a game over. The timer can be extended by shooting down enemy planes. In between missions the player has to land his jetfighter on an aircraft carrier. The game uses semi-realistic physics and has roots in arcade gameplay, characteristics that followed the series for years to come.
airduel	The player selects from a jet fighter or helicopter, shoot enemies in the air and ground, collect power-ups, and defeat bosses to advance levels. The game differs from most others in the genre in that you can change the aircraft you use at the start of each level. The jet fighter always shoots straight forward; power-ups increase the width and strength of its shots. The helicopter fires thinner and weaker shots, but turns in the direction it moves (similar to the later Zero Gunner), giving it great range; powerups increase the strength of shots, as well as the number of bullets per shot (adding a small &quot;spread&quot; effect to the shot while moving around). Both the fighter and the helicopter also start with three bombs which wipe out everything in their path, including enemy shots. These bombs are also unique compared to similar games, in that they produce a line of small horizontal blasts that can be &quot;directed&quot; at the line travels across the ground, by pressing left and right (similar to the helicopter's shots). Additional bombs can be picked up during the course of the game. Losing a life resets your power and bomb count to the amount you start with. &quot;Air Duel&quot; is a challenging game, and later levels can become nearly unplayable if a single life is lost.
airraid	The game is a vertically-scrolling shoot 'em up. Unlike other Seibu shmups, this one is a Cute 'em Up, with bright-colored pastel graphics very similar to TwinBee. Players are equipped with a forward firing shot and limited bombs. Enemies will drop colored power-ups whose color will continuously cycle, each color equipping the ship with a different upgrade. This power-up system would later make it's way into the Raiden series.
airtrix	Air Trix is an excellent trick-style skateboarding game. The player stands on and maneuvers a skateboard-style controller that allows the player character to perform tail grabs, spins and other moves.
airwlkrs	Air Walkers is an unreleased basketball game by Data East on the Sega Model2 hardware. Thankfully, a prototype was dumped to prevent this game from being completely forgotten.
airwolf	Airwolf is a horizontally scrolling shoot'em up game.
